antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
{'_spottedutfpr_'},{'azure_bears'},0.23143080531665364,0.028928850664581705,0.0218921032056294,0.0945945945945946,3.2699050401753107,0.015197075999440044,1.0725263440421038,0.9032117424792908
{'azure_bears'},{'_spottedutfpr_'},0.028928850664581705,0.23143080531665364,0.0218921032056294,0.7567567567567568,3.2699050401753107,0.015197075999440044,3.1596733559204244,0.7148608235564758
{'aaadec'},{'azure_bears'},0.1235340109460516,0.028928850664581705,0.011727912431587178,0.0949367088607595,3.2817310981867944,0.008154215476932049,1.0729317594055672,0.7932798096937259
{'azure_bears'},{'aaadec'},0.028928850664581705,0.1235340109460516,0.011727912431587178,0.40540540540540543,3.281731098186795,0.008154215476932049,1.474056436136186,0.7159957058507783
{'avalancheutfpr'},{'azure_bears'},0.1892103205629398,0.028928850664581705,0.02580140734949179,0.13636363636363638,4.713759213759214,0.020327770241728875,1.1243981729146948,0.9717132754741242
{'azure_bears'},{'avalancheutfpr'},0.028928850664581705,0.1892103205629398,0.02580140734949179,0.8918918918918919,4.7137592137592135,0.020327770241728875,7.499804534792806,0.8113258185721954
{'avlesportsgg'},{'azure_bears'},0.039093041438623924,0.028928850664581705,0.012509773260359656,0.32,11.061621621621622,0.0113788565025574,1.4280458078462035,0.9466029292107404
{'azure_bears'},{'avlesportsgg'},0.028928850664581705,0.039093041438623924,0.012509773260359656,0.4324324324324324,11.06162162162162,0.0113788565025574,1.6930265460367104,0.936694847020934
{'bateria.avalanche'},{'azure_bears'},0.0328381548084441,0.028928850664581705,0.0109460516028147,0.3333333333333333,11.522522522522522,0.009996081526260804,1.4566067240031273,0.9442198868229589
{'azure_bears'},{'bateria.avalanche'},0.028928850664581705,0.0328381548084441,0.0109460516028147,0.3783783783783784,11.522522522522523,0.009996081526260804,1.5558690553081551,0.9404186795491144
{'azure_bears'},{'bears_cheerleading'},0.028928850664581705,0.0437842064112588,0.012509773260359656,0.4324324324324324,9.876447876447875,0.01124314649162113,1.684761160132544,0.925523349436393
{'bears_cheerleading'},{'azure_bears'},0.0437842064112588,0.028928850664581705,0.012509773260359656,0.2857142857142857,9.876447876447877,0.01124314649162113,1.3594996090695854,0.9399018806214228
{'cervejadaavalanche'},{'azure_bears'},0.10242376856919469,0.028928850664581705,0.017982799061767005,0.17557251908396945,6.06911491644316,0.015019797156325095,1.1778733385457387,0.9305408271474018
{'azure_bears'},{'cervejadaavalanche'},0.028928850664581705,0.10242376856919469,0.017982799061767005,0.6216216216216216,6.06911491644316,0.015019797156325095,2.3721657544956996,0.8601134215500946
{'dasc.utfpr'},{'azure_bears'},0.04143862392494136,0.028928850664581705,0.010164190774042221,0.24528301886792453,8.478837327893931,0.00896541901077183,1.2866692728694291,0.920190739114067
{'azure_bears'},{'dasc.utfpr'},0.028928850664581705,0.04143862392494136,0.010164190774042221,0.35135135135135137,8.478837327893933,0.00896541901077183,1.4777821214490487,0.9083364300755606
{'azure_bears'},{'dceutfpr.curitiba'},0.028928850664581705,0.14308053166536355,0.013291634089132134,0.45945945945945943,3.2111948013587357,0.009152478755575878,1.5853010164190773,0.7091029648574406
{'dceutfpr.curitiba'},{'azure_bears'},0.14308053166536355,0.028928850664581705,0.013291634089132134,0.09289617486338798,3.211194801358736,0.009152478755575878,1.0705181947492863,0.8035637612709319
{'lucasinutilismo'},{'azure_bears'},0.1313526192337764,0.028928850664581705,0.010164190774042221,0.07738095238095238,2.6748712998713,0.006364310467826642,1.0525158263764534,0.7208336218237209
{'azure_bears'},{'lucasinutilismo'},0.028928850664581705,0.1313526192337764,0.010164190774042221,0.35135135135135137,2.6748712998713,0.006364310467826642,1.3391647120145946,0.6448036665427971
{'netflixbrasil'},{'azure_bears'},0.2799061767005473,0.028928850664581705,0.0109460516028147,0.03910614525139665,1.3518043182847652,0.002848687616950547,1.0105914868083714,0.36140840701101284
{'azure_bears'},{'netflixbrasil'},0.028928850664581705,0.2799061767005473,0.0109460516028147,0.3783783783783784,1.3518043182847654,0.002848687616950547,1.1584118026991197,0.26800092017483323
{'osbarbaazul'},{'azure_bears'},0.03205629397967162,0.028928850664581705,0.010164190774042221,0.3170731707317073,10.96044825313118,0.009236839032644372,1.4219256115268626,0.9388592021871506
{'azure_bears'},{'osbarbaazul'},0.028928850664581705,0.03205629397967162,0.010164190774042221,0.35135135135135137,10.96044825313118,0.009236839032644372,1.4922465467813395,0.9358355010528925